user_location,user_name
"Jonatica Verified Mty&L.A","MarieTenienteJB"
"alex gaskarth s belly button","nikkilovesjello"
"Home of the Purple Sprite, USA","TribeCalledDex"
"DIAMOND DISTRICT to WORLDWIDE","iBeShiShiNi"
"wherever my Jordan s take me .","BeeYourOwnBoss"
"Swinging from a pole somewhere","CurlyWurlyOrgy"
"In Nathan,Ryan&Doh s Boxers :D","LauraLuvsRyanTW"
"Justin brings me everywhere","bieberarmyasia"
"grandrpirarie, texas ya lll(:","TheChristation"
"Where ever success leads me:)","KevynNOHEART"
"N 52°14  0   / E 0°18  0","clandestinedly"
"I live in SG, bros and sisters","DrShafbonculous"
"Wherever God says for me to be","MsJaVonne"
"Substation in waverly place","XeeshanMehdi"
"  where everr life takes me","courtesyofKIMMY"
"Entre o nada e o fim do mundo","DarkLinkagain"
"Witth my hunney bunches K mara","Pamputaee"
"baardlem met @AmyApocalypseFU","mariekexstar"
"N 37°26  0   / W 79°12  0","stonebluepro"
"In James Maslow s pants (;","PriyankaMaslow"
"Home: Brooklyn, NY. Current pl","mocharoka"
"In da toilet (Cus im da shit)","MARVELOUS1987"
"At ur Man crib where else  299","MrsKhalifa"
"Somewhere n your mans dreams","thickNherhips"
"ÜT:  7.552411,110.782849","bagusbagaskaraa"
"Rapwereld,paleis van drank.","crazybaggystyle"
"Between a rock & a hard place","PatronSoliloquy"
"|wheaa no onee elsee mattersx|","theefcknbestt"
"Levitating Above Empty Bottles","DrunkenLunatic"
"outta thiss world :B .haha","fuglyfacemanda"
"KC by way of ATLANTA GEORIGIA","MostEnvyed"
"Yo uncle brother basement","iKeepMySocksOn"
"Im everywhere you never been","TashawnTheDon"
"ÜT:  6.248341,106.935449","itsmeMonicaDhea"
"where the boys say BOMPTON!","SOBERassBELLA"
"ÜT:  8.668403,115.216318","liestyasiemeong"
"Pootling around exotic climes","PrimlyStable"
"Cuddlin w/ @iam most hated :)","certiifiedcuti"
"Da Beaches/Da Boonies 843/252","iJUSTcallEMshug"
"wait, where the fuck am I","fxckyouremotion"
"Making @prettyBIG deal scream","SMOKINGGOOD"
"Peak District to the Pennines","penninehelis"
"Hogwarts, with Harry Potter","MCforRealzzglam"
"Somewhere on Chicago s Skyline","KoriAntoinette"
"Mayfield Psychiatric Hospital.","AlexsMonster"
"eatin Gumbo off thick hoes","iRejectSlimHoes"
"Battery City/Adventureland.","fuckyeahgerard"
"ìs åröuñd då cørñer & hé ìs","kuzipj"
"in Fronk Lero s sea of dogs.","Mopplecopter"
"Find by your self dont ask me","MalihAthiya"
"Where the truth goes to die.","BloatedCarcass"
"http://us.newgoodz.com/twitter","usrapmusic"
"In  Your Head!! I m Yours oow!","McAulayMaduwuba"
"In my own world. China Land","chinadoll5star"
"Im riqht beside Y U[Heart]","AndiiThaGeneral"
"A World 2Minutes 2 Far Away","RosadoPopulair"
"club&&in ya girl s boyshorts","YoPussyMyFace"
"ÜT:  33.922348,18.423717","greennewshourly"
"Teachin  Koalas how to Dougie.","BegForDiamond"
"Playing tennis with your mom","iamkingKENT"
"Somewhere, talking to the moon","LEGSforDAYSS"
"curva nord;stadio zecchini","xemotionalrain"
"the world of the mighty boosh","dialEforEM"
"A DAY IN MY 5 INCH HEELS","LovelyNSmith561"
"I Gotta Shine Im A CALI Kid","YaMomzFavorite"
"In Dimitri s/Ballard s pants","jajenshadimose"
"Signing boobs & taking pics","BarbieFUCKKen"
"Where The Birds Be Tweetin  At","YUPNiftySaidIt"
"ÜT:  6.258761,106.970094","Imanuellaanyaa"
"The Other Side Of The Door :]","Swiftiesss13"
"somewhere with your momma","50isyoursource"
"Everywhere The Movement Is!!","NewMoneyWop"
"ÜT:  6.252504,106.865377","claraashleyezes"
"In between the river Jordan","ChokolatFaktory"
"12 East Hight St, Dour Jersey","BLOmonoply"
"IN THE DMV....PROLLY FLEETIN","BiTcHgOFLeeT"
"The Island of Misfit Toys, OR","zebraethegreat"
"On the streets & in your face.","Boredsoul90"
"N 36°38  0   / W 79°22  0","LeeAdams1209"
"striving for the BEST in life","callaAMBulance"
"Wishing I were someplace else.","rissasaurus"
"Jl.Bukit Resik No.14A, BDG, ID","mandajulian"
"Pis u g  USA/A uJ  N G   A!","Stilzaynab"
"In a castle with a baby dragon","KevinSTaRR"
"Ya moms kooda kat ,  aryland","TheRealQuan"
"my BeautiDarkTwistedFantasy =)","TEAMWimbo"
"leilani s ice cream truck :D","marlenebeliebs"
"Somewhere, Northern Hempishere","JackWanninger"
"flip ur hair & ill be there","JBiebsSexySwag"
"Somewhere out there, stranded","jayElayTrix"
"Shermer High School, Midwest","heardaruckus"
"around, going MAD w. Roman Z(:","WhtsMyNameDrake"
"Gods (Dublin   Memphis) Hands","suchAbellaWoman"
"Kick n sh!t around on your TL!","AnTMonology"
"Somewhere Out There Stranded","DaAmazinReality"
"Always lookin for an Escape :)","datBMzNEESH"
"N 21°17  0   / W 157°50  0","thecolleenclub"
"lettin @HCTaylor286 tat my ass","FatFreeCrack"
"International, to be honest.","COOLCRUELWORLD"
"Where The Wild Things Are","xoxoNadiaSimone"
"Wrong Way Down a One Way..","cracklikethe80s"
"The DMV (and no, not that DMV)","PaliNawali"
"N 45°10  0   / W 93°17  0","johnslady1993"
"So Official You Aint Gotta Ask","KayyOhhGotFlow"
"In a Playa Circle of Success","KenKenington"
"Hanging with Carmen Sandiego","GreyGooseGirl"
"Louie V & Shopping Spree s ;)","LaBellaBadd"
"Wherever my path sees me at...","PeterMcSowfte"
"Wouldn t YOU like to know!","itsmariahbabyy"
"Inland NW, USA.. Native NYer.","BigSpiders"
"NationOfPinkSlam+PinkSalam=","YMCMBPAKISTAN"
"where the caller ID say 703","buckymalone703"
"In Da Phantom wit Ur Girl...","FamousasiwannaB"
"The Dark Dimension with Damon","ElenaDamonForev"
"Sometimes here, mostly there","WhatPAIGEAreUOn"
"in ur mind n ur deepest heart","kickinchuks"
"BR/Hammy/NewOrleans/FortWayne","FALLOpiaNchairs"
"In a pineapple under the sea.","VivaLaMUGGINS"
"Standing Behind U,No Over Here","XpressiveD"
"Mentaly Mars, physically Cambr","AyitiNonsense"
"wit yo pops. he said wassssup","WExBullshittin"
"Hiding from myself in my room","deepdarkred"
"Here, There, and Everywhere","BeatlesLyrics"
"T DOT (Toronto, for the n00bz)","mariaashleyxoxo"
"The 6th Borough, SpaceVille","CookieDoeMonsta"
"N 29°51  0   / W 95°17  0","mzindependent"
"Concerts most of the time.","CherylPixieGABA"
"Putting FORTUNE together","chrisbrownfan91"
"Indonesian   Tangerang Selatan","FaiisallL"
"The One in Red on Ur Shoulder","Regulationh0tti"
"Should I Tell U  .....Nah","35SouthernBelle"
"ErryWare Ur Ass Ain t Bin Yet","MecHaNicAldoLlY"
"Ash s hands or in the case. :D","AshleysBass"
"Planet Earth /  Planeta Tierra","DainaChaviano"
"n dreams stealin icecream bars","TrackLove"
"iPhone:  6.192687,106.901922","StefanoGabriel"
"Dhem wish a nigga Woods!","bkadhatbadchick"
"coming to a town near you....","BezzeraEspresso"
"ÜT:  6.654376,106.844506","mitadwiolabora"
"in the   of a courageous soul","twiinkerbell"
"#WIT #YO #LADIE #BY #MYSIDE","MrNinthWonder"
"Fontana(SoCal)/Frisko(NorCal)","ConfidencEXuder"
"I d like to take you there|| A","HerbandOliveOil"
"ÜT:  6.839245,107.910856","aditmangkubumi"
"somewhere with the lakers","SLIPPERYWHNWET"
"ÜT:  6.226335,107.029576","BintangSatyaMP"
"iPhone: 53.609169, 2.164513","DukeofMonton"
"DMV by way of Green Bay, Wisc","WealthMakeEmWet"
"ÜT:  7.271138,112.759755","wildaarosyidah"
"Arch City, STL, Westside..CWE","DatSkinnyBoy"
"Ind0nesia  ^^ tepatny d medant","sarahleciel"
"Midnight train going anywhere","TrueDreamWeaver"
"his heart &runnin thru ur mind","BadAbymarie"
"ÜT:  6.141625,106.690798","WilliamSantosoC"
"ÜT: 52.093064, 3.107259","edstudentbrewer"
"Cool s Ville Population:ME","SpectralStepDad"
"love&lust blvd...waiting.","IIVIIILXXXIXII"
"WhoVille & Training Wheels","BreyeBlueSkies"
"Jerseyy ! / Arizonaa.. for now","PrettyyLynnyy"
"With the stars in the sky.","SwTnSpyCDimplez"
"Where ever I damn well please.","HazelEyedVirus"
"outer space (manchester) lol","beccagunshon"
"BIEBER s heart[philippines]","nicholelovejb"
"BETWEEN POINT A & POINT B...","MrIncredible5"
"Where ever you want me to be","SeriouslyKP"
"LEGEND OF THE SEEKER TIMELINE~","XENASBABYBLUE"
"Source Code Operations Center","SourceCodeOps"
"Mr. Magorium s Wonder Emporium","SuperStarStorme"
"In A Spaceshuttle 2 My Dreams.","CallMeKidBlitz"
"Land of dope kicks && females","JordenStarr"
"inside my own head, yah, scary","huhwhtevr"
"N 33°40  0   / W 84°12  0","TalkoftheATL"
"Fighting With @C0okiemonsta103","iTookDaSandwich"
"Where ever the wind blows!!!","exquisitesweeti"
"Everywhere the DMV takes me","LABELMEMONEY"
"WHERE YOUR BITCH WANT TO BE...","yolandadutchess"
"I am out of this world. Ha!","totalAWESAMness"
"Breaking out of my shell...","BlurryWriter"
"Heaven next2 POP R.I.P William","TONZofBUNZ"
"Head Spinning so fast, Im lost","RespectIsEarnt"
"In the Cut, comfortably...BKNY","BLACKtheMAMBA"
"In the land of mesmerized...","TheMerazEffect"
"late nights.. missing days.","gabbielabelle"
"In the cut rolling doobies up","RoMahfucknDaddy"
"everywhere you wish you were","xxxdemetriaxxx"
"Gettin  Sleazy With Ke$ha. «3","xyouarefirework"
"Biggest house in the  Ford!","RobertoNovelli"
"Eating springrolls with Zayn.","JustAFlingBaby2"
"Uh ohh ; thats for the feds .","WordsFromKRISSY"
"Teachin Fat Joe Wii Fit Cheats","KeepingItRealz"
"between PERFECT and IM PERFECT","iWalkuRAEi"
"Wherever Michael s spirit is","mjglambertgrl"
"Playing with Ray Ray s Braids!","RaysBabyDollMB"
"Everywhere u aint never there!","MilanoPepper"
"A  Big Story Book  For real!","ClasicMthrGoose"
"In the 215....most of the time","RealisticOne"
"Narnia,with all the bottlecaps","UnicornBabies"
"PrettieGirls World:: The Elite","thAloKAlceleb7"
"Somewhere inside the motel","Iamwillysandy"
"basha.PRETTY.pink.LOVES.nicki","ZebraLovesNicki"
"The Collegiate Space Academy","SirKASHFLOW"
